artist,track,album,dur_ms,track_no,explicit,popularity,artist_id,track_id,album_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Beastie Boys,Shambala,Ill Communication,220866,18,FALSE,32,03r4iKL2g2442PT9n2UKsx,6nnSCW41hJIMss2kXEYn7q,6lfjbwFGzQ6aSNP1N3JlT8,0.579,0.65,0,-14.799,1,0.0628,0.356,0.958,0.172,0.403,116.729,4
Beastie Boys,The Negotiation Limerick File,Hello Nasty,166200,16,FALSE,28,03r4iKL2g2442PT9n2UKsx,4JiJQeZceRcopxb9BPvpdW,1HhBu55aklCwIus7KffIji,0.708,0.906,1,-5.772,1,0.228,0.0514,0,0.396,0.296,100.947,4
Beastie Boys,Here’s A Little Something For Ya,Hot Sauce Committee (Pt. 2),188920,14,FALSE,21,03r4iKL2g2442PT9n2UKsx,4lBiqmNX0h751IdDyFyQCR,4ZdM8DkKgfTCz8e0wJk9CX,0.759,0.712,1,-5.936,1,0.0983,0.0172,0,0.0957,0.603,97.995,4
Beastie Boys,Posse In Effect,Licensed To Ill,146373,4,FALSE,45,03r4iKL2g2442PT9n2UKsx,478mMi69Mnt72YtdgiTorO,11oR0ZuqB3ucZwb5TGbZxb,0.711,0.756,6,-14.36,1,0.532,0.0465,0,0.281,0.813,171.781,4
Beastie Boys,Oh My Goodness This Record's Incredible - Remastered,Hello Nasty (Deluxe Version/Remastered 2009),3947,21,FALSE,0,03r4iKL2g2442PT9n2UKsx,6ha4lidYqe6KiGtHfQGpKr,6eGYLONkDMja0MNtZWnRRB,0,0.156,10,-36.675,1,0,0.896,0,0,0,0,0
Beastie Boys,I Don't Know - Remastered,Hello Nasty (Deluxe Version/Remastered 2009),180373,15,FALSE,40,03r4iKL2g2442PT9n2UKsx,10FLYqpqDN4uo6eWtD6WEB,6eGYLONkDMja0MNtZWnRRB,0.87,0.406,0,-15.172,1,0.0661,0.447,0.903,0.0713,0.96,114.021,4
Beastie Boys,Crawlspace,To The 5 Boroughs,173600,13,TRUE,31,03r4iKL2g2442PT9n2UKsx,6GEjtEykHTC80eWWLjluPF,4nnQZQWLibK1VIhCGDFjk3,0.907,0.699,10,-6.724,0,0.297,0.256,1.09e-5,0.343,0.68,108,4
Beastie Boys,Here's A Little Something For Ya,Hot Sauce Committee (Pt. 2),188933,14,TRUE,37,03r4iKL2g2442PT9n2UKsx,730cCT9tpVFEcLQpQFBahX,1vQYbqslni0jVfvaVK2lvx,0.763,0.704,1,-5.92,1,0.0944,0.019,0,0.101,0.585,98.002,4
Beastie Boys,Slow Ride,Licensed To Ill,176866,5,FALSE,46,03r4iKL2g2442PT9n2UKsx,0eWP2sADBFG1hTrwJYfmMp,11oR0ZuqB3ucZwb5TGbZxb,0.858,0.415,7,-16.011,1,0.184,0.00718,2.25e-4,0.109,0.366,96.807,4
Beastie Boys,Get It Together,Ill Communication,245626,7,TRUE,48,03r4iKL2g2442PT9n2UKsx,6aaPceG6TnixvAZQ1wBMdp,6lfjbwFGzQ6aSNP1N3JlT8,0.854,0.649,11,-7.997,1,0.326,0.281,0,0.106,0.734,101.02,4
Beastie Boys,Pass The Mic - 2005 Remaster,Solid Gold Hits,257480,6,FALSE,39,03r4iKL2g2442PT9n2UKsx,6pohTK2goszypEknIa5Xjg,3LTAhelcgxjKKLhgkLJ7CH,0.626,0.892,7,-5.57,1,0.228,0.0198,0,0.116,0.611,168.036,4
Beastie Boys,Dope Little Song - Remastered 2009,Ill Communication (Deluxe Version/Remastered),109293,4,TRUE,28,03r4iKL2g2442PT9n2UKsx,0UQUmKTYQk6SW4ZbhA9IKR,3Ba5eDpzB4yLBfJsraQM4G,0.845,0.874,1,-7.864,1,0.146,0.0998,8.95e-5,0.755,0.689,101.957,4
Beastie Boys,Bobo On The Corner - Alternate Mix,Ill Communication,73266,4,FALSE,33,03r4iKL2g2442PT9n2UKsx,6oUJdDD6JiG3S0lw99ilpX,6lfjbwFGzQ6aSNP1N3JlT8,0.505,0.778,2,-9.411,1,0.0479,0.00136,0.845,0.131,0.342,110.402,4
Beastie Boys,The Blue Nun,Check Your Head,32173,11,FALSE,30,03r4iKL2g2442PT9n2UKsx,7h57al3ipDed8Ahtf7sBym,0cXrT5A2aHEQEG0f1ZBS05,0.615,0.335,7,-16.485,1,0.496,0.654,5.09e-6,0.102,0.944,102.001,4
Beastie Boys,Hail Sagan (Special K) - Remastered,Hello Nasty (Deluxe Version/Remastered 2009),244000,17,FALSE,25,03r4iKL2g2442PT9n2UKsx,2FwcER0EYC7RS98soNgN6U,6eGYLONkDMja0MNtZWnRRB,0.361,0.538,0,-8.777,1,0.0448,0.225,0.0609,0.116,0.0726,108.937,4
Beastie Boys,The Gala Event,The Mix-Up,227680,4,FALSE,34,03r4iKL2g2442PT9n2UKsx,7ySQTxgK5mUg4nsJA2wlPK,4ceCKh9j1lgoMWOzCqxqIA,0.519,0.464,4,-16.419,1,0.0338,0.00729,0.804,0.218,0.0954,80.009,4
Beastie Boys,Bobo On The Corner - Instrumental,Ill Communication,73160,4,FALSE,10,03r4iKL2g2442PT9n2UKsx,0aFTJGdq8JabvgqnauCdcD,290eTJ15EAYJa3JomDWyhh,0.534,0.738,11,-10.079,0,0.0446,0.00118,0.845,0.1,0.374,110.274,4
Beastie Boys,The Lisa Lisa / Full Force Routine,Hot Sauce Committee (Pt. 2),49493,16,FALSE,9,03r4iKL2g2442PT9n2UKsx,63wt6VYOA1CSkGtUhSdwKL,4ZdM8DkKgfTCz8e0wJk9CX,0.482,0.6,7,-10.041,1,0.254,0.00116,0.0273,0.342,0.561,88.148,4
Beastie Boys,Do It,Ill Communication,196333,14,FALSE,11,03r4iKL2g2442PT9n2UKsx,1z4uTHwttXGNZpkA7ieSvJ,290eTJ15EAYJa3JomDWyhh,0.774,0.907,1,-7.332,1,0.21,0.15,1.26e-5,0.574,0.591,87.022,4
Beastie Boys,It Takes Time To Build - With Skit,To The 5 Boroughs,191546,4,FALSE,33,03r4iKL2g2442PT9n2UKsx,0JXd86ImsreGIfgQoVsrYt,4nnQZQWLibK1VIhCGDFjk3,0.825,0.833,7,-7.894,1,0.091,0.00395,2.71e-4,0.118,0.684,95.003,4
Beastie Boys,Live At P.J.'s,Check Your Head,198263,16,TRUE,32,03r4iKL2g2442PT9n2UKsx,70uTnTN7vk07LOHs5oSSr6,7CSP7J60QKIBCqOV64qILq,0.696,0.838,7,-8.968,1,0.138,0.296,5.45e-4,0.719,0.734,103.452,4
Beastie Boys,Bodhisattva Vow,Ill Communication,188173,19,FALSE,11,03r4iKL2g2442PT9n2UKsx,4AXMkyj6JEPZ3oiEvwW2KB,290eTJ15EAYJa3JomDWyhh,0.71,0.904,4,-9.807,0,0.0874,0.0422,0.0022,0.103,0.398,98.919,4
Beastie Boys,The Update,Ill Communication,195506,9,TRUE,32,03r4iKL2g2442PT9n2UKsx,5IR8IebPGkWxh1RS6D43Vn,6lfjbwFGzQ6aSNP1N3JlT8,0.723,0.897,7,-8.616,1,0.0984,0.42,0.0325,0.407,0.887,157.304,4
Beastie Boys,Egg Man,Paul's Boutique (20th Anniversary Remastered Edition),177706,4,FALSE,43,03r4iKL2g2442PT9n2UKsx,6vcf7sA7tsNiIeufH0FUFL,1kmyirVya5fRxdjsPFDM05,0.863,0.788,1,-8.828,0,0.306,0.116,4.88e-6,0.682,0.641,116.843,4
Beastie Boys,Sure Shot - European B-Boy Mix/Instrumental/Remastered 2009,Ill Communication (Deluxe Version/Remastered),178586,12,FALSE,26,03r4iKL2g2442PT9n2UKsx,2ynVdvSzl4IOYhEdt1YVr2,3Ba5eDpzB4yLBfJsraQM4G,0.858,0.618,10,-6.355,0,0.324,0.0747,0.737,0.811,0.527,97.73,4
Beastie Boys,Hey Ladies,Paul's Boutique (20th Anniversary Remastered Edition),227773,8,FALSE,51,03r4iKL2g2442PT9n2UKsx,5ulZo7nk3MByXLvja3NCAc,1kmyirVya5fRxdjsPFDM05,0.949,0.728,1,-10.653,1,0.211,0.286,0,0.0465,0.795,101.718,4
Beastie Boys,The Maestro - 2009 Digital Remaster,Check Your Head,172261,14,TRUE,32,03r4iKL2g2442PT9n2UKsx,5D0dX6VtzJ7BKP9tqHqRyz,7CSP7J60QKIBCqOV64qILq,0.654,0.935,8,-7.818,1,0.145,0.0144,0.0336,0.238,0.777,90.471,4
Beastie Boys,Mullet Head - Remastered 2009,Ill Communication (Deluxe Version/Remastered),172453,11,FALSE,27,03r4iKL2g2442PT9n2UKsx,6MBvBpUwayw2SBskAssI6I,3Ba5eDpzB4yLBfJsraQM4G,0.447,0.931,4,-6.1,0,0.0835,0.0222,0.898,0.357,0.459,116.176,4
Beastie Boys,Paul Revere,Licensed To Ill,220914,9,FALSE,59,03r4iKL2g2442PT9n2UKsx,3gKwVWwKmeuFtPubICbOGc,11oR0ZuqB3ucZwb5TGbZxb,0.886,0.352,6,-20.016,0,0.904,0.0202,0,0.234,0.524,91.719,4
Beastie Boys,Body Movin' - Remastered,Hello Nasty (Deluxe Version/Remastered 2009),183586,6,TRUE,43,03r4iKL2g2442PT9n2UKsx,1OIigmKerSiw9creKBH0UH,6eGYLONkDMja0MNtZWnRRB,0.755,0.918,6,-6.518,1,0.0956,0.00363,0.0119,0.0357,0.565,99.036,4
Beastie Boys,Jimmy James - オリジナル・オリジナル・ヴァージョン,Check Your Head,221666,14,FALSE,40,03r4iKL2g2442PT9n2UKsx,1kigbQJ3vA8wmdq8WHB6iz,7CSP7J60QKIBCqOV64qILq,0.796,0.651,0,-15.608,1,0.0577,0.27,0.882,0.592,0.747,97.898,4
Beastie Boys,Hey Ladies - 2005 Remaster,Solid Gold Hits,228520,5,FALSE,41,03r4iKL2g2442PT9n2UKsx,0g5nx0oV91RtFtFLWHTRV3,3LTAhelcgxjKKLhgkLJ7CH,0.945,0.837,1,-6.266,1,0.218,0.134,4.56e-6,0.0395,0.673,101.823,4
Beastie Boys,Peanut Butter And Jelly - Remastered,Hello Nasty (Deluxe Version/Remastered 2009),134400,10,FALSE,27,03r4iKL2g2442PT9n2UKsx,0fpviU8KH6ZlozcCBsmC2O,6eGYLONkDMja0MNtZWnRRB,0.768,0.708,10,-6.686,1,0.127,5.65e-4,0.123,0.0825,0.646,95.183,4
Beastie Boys,Say It,Hot Sauce Committee (Pt. 2),205746,5,TRUE,38,03r4iKL2g2442PT9n2UKsx,6QSpXwdv38UquzHEgI0mhZ,1vQYbqslni0jVfvaVK2lvx,0.507,0.949,0,-2.973,1,0.159,0.00789,0.223,0.292,0.511,178.125,4
Beastie Boys,Ricky's Theme,Ill Communication,223626,15,FALSE,34,03r4iKL2g2442PT9n2UKsx,35XPQqPUeeAKTg4TuDlfor,6lfjbwFGzQ6aSNP1N3JlT8,0.567,0.486,9,-14.925,1,0.0284,0.0981,0.896,0.0922,0.362,93.346,4
Beastie Boys,Dedication - Remastered,Hello Nasty (Deluxe Version/Remastered 2009),152906,20,FALSE,30,03r4iKL2g2442PT9n2UKsx,6soAtxDKJmmrBUQR61qmBL,6eGYLONkDMja0MNtZWnRRB,0.594,0.873,10,-6.358,0,0.118,0.0148,0.0727,0.121,0.372,90.122,4
Beastie Boys,Oh Word?,To The 5 Boroughs,179653,8,TRUE,33,03r4iKL2g2442PT9n2UKsx,00UI8cUAEXID5PqHRtUDEv,4nnQZQWLibK1VIhCGDFjk3,0.859,0.785,6,-8.516,1,0.352,0.46,2.93e-6,0.182,0.801,97.924,4
Beastie Boys,Do It - Remastered 2009,Ill Communication (Deluxe Version/Remastered),196106,14,TRUE,33,03r4iKL2g2442PT9n2UKsx,66QMEjnBOREU3yprtcTvar,3Ba5eDpzB4yLBfJsraQM4G,0.763,0.919,1,-6.273,1,0.212,0.0747,3.17e-6,0.507,0.583,87.097,4
Beastie Boys,What Comes Around,Paul's Boutique (20th Anniversary Remastered Edition),187906,12,TRUE,38,03r4iKL2g2442PT9n2UKsx,2exGztZ4FhpmrcYhwN4TQy,1kmyirVya5fRxdjsPFDM05,0.722,0.512,3,-12.757,0,0.21,0.109,1.27e-6,0.162,0.944,87.624,4
Beastie Boys,Electrify,Hello Nasty,142533,17,TRUE,25,03r4iKL2g2442PT9n2UKsx,1ttIUnbvlfgdWTwgf2bErC,1HhBu55aklCwIus7KffIji,0.754,0.942,6,-7.381,0,0.354,0.155,1.04e-6,0.346,0.422,88.955,4
Beastie Boys,B-Boy Bouillabaisse: Get On The Mic,Paul's Boutique (20th Anniversary Remastered Edition),74026,16,TRUE,35,03r4iKL2g2442PT9n2UKsx,4TX7yCTRatSHtroppF1Nm7,1kmyirVya5fRxdjsPFDM05,0.726,0.647,1,-13.521,1,0.416,0.103,2.16e-6,0.131,0.702,97.299,4
Beastie Boys,The Grasshopper Unit (Keep Movin'),Hello Nasty,181240,13,FALSE,25,03r4iKL2g2442PT9n2UKsx,4e6JdyRUhHa4ahFsOy3lYO,1HhBu55aklCwIus7KffIji,0.515,0.9,5,-7.216,0,0.32,0.00982,8.24e-4,0.48,0.71,201.855,4
Beastie Boys,Triple Trouble - 2005 Remaster,Solid Gold Hits,163666,13,FALSE,44,03r4iKL2g2442PT9n2UKsx,7cxyMwelZNdTCpkKOTXWMb,3LTAhelcgxjKKLhgkLJ7CH,0.946,0.818,2,-5.575,1,0.256,0.255,0,0.183,0.89,109.973,4
Beastie Boys,Make Some Noise,Hot Sauce Committee (Pt. 2),210360,1,TRUE,55,03r4iKL2g2442PT9n2UKsx,2Bz2Q1JNwwPj40T9AvzE7f,1vQYbqslni0jVfvaVK2lvx,0.712,0.887,2,-5.049,1,0.144,0.0192,1.11e-5,0.0597,0.63,98.036,4
Beastie Boys,Sabotage - Remastered 2009,Ill Communication (Deluxe Version/Remastered),178293,6,TRUE,45,03r4iKL2g2442PT9n2UKsx,5FdEl2UUaCaN2cC70TbLbx,3Ba5eDpzB4yLBfJsraQM4G,0.32,0.943,6,-5.789,0,0.126,0.00497,0.192,0.0984,0.49,166.524,4
Beastie Boys,Heart Attack Man,Ill Communication,134973,16,FALSE,9,03r4iKL2g2442PT9n2UKsx,0dL6QwTmMB5CBH7eMX5rRL,290eTJ15EAYJa3JomDWyhh,0.324,0.891,9,-9.769,1,0.362,0.0238,0.00582,0.871,0.244,93.129,4
Beastie Boys,Transitions,Ill Communication,151866,20,FALSE,32,03r4iKL2g2442PT9n2UKsx,5lf5R2IF80Nzc3jqOv6PQc,6lfjbwFGzQ6aSNP1N3JlT8,0.674,0.309,7,-14.006,0,0.0289,0.17,0.864,0.113,0.158,88.961,4
Beastie Boys,Flowin' Prose,Hello Nasty,159600,10,FALSE,25,03r4iKL2g2442PT9n2UKsx,3CkbNil3v9RPny21URRzFa,1HhBu55aklCwIus7KffIji,0.678,0.682,7,-10.575,1,0.174,0.0171,0.151,0.244,0.627,179.099,4
Beastie Boys,Funky Boss,Check Your Head,95866,2,TRUE,29,03r4iKL2g2442PT9n2UKsx,76DOk08Rpgrmg0dUbL1rkY,0cXrT5A2aHEQEG0f1ZBS05,0.754,0.689,2,-10.7,1,0.274,0.0977,0.00359,0.11,0.536,149.135,4
Beastie Boys,Triple Trouble,To The 5 Boroughs,163173,6,FALSE,38,03r4iKL2g2442PT9n2UKsx,67wjzKe19et4fvb7ID6zAu,4nnQZQWLibK1VIhCGDFjk3,0.947,0.761,2,-7.485,1,0.275,0.314,0,0.217,0.905,109.995,4
Beastie Boys,Time For Livin',Check Your Head,108760,9,FALSE,29,03r4iKL2g2442PT9n2UKsx,0NCwiS2I9X6HVSrFx7RsTo,0cXrT5A2aHEQEG0f1ZBS05,0.291,0.905,11,-11.514,0,0.034,0.0417,0.727,0.375,0.598,106.609,4
Beastie Boys,Electrify - Remastered,Hello Nasty (Deluxe Version/Remastered 2009),142373,17,TRUE,32,03r4iKL2g2442PT9n2UKsx,4W49NLBWA6ouzphbZL9TTd,6eGYLONkDMja0MNtZWnRRB,0.759,0.944,6,-6.715,0,0.36,0.122,0,0.366,0.406,89.032,4
Beastie Boys,Sure Shot,Ill Communication,199600,1,FALSE,32,03r4iKL2g2442PT9n2UKsx,1WrcUjLuMg6j1ap3vOHt6C,290eTJ15EAYJa3JomDWyhh,0.699,0.804,1,-8.544,1,0.154,0.334,0,0.237,0.513,97.96,4
Beastie Boys,The Negotiation Limerick File,Hello Nasty (Deluxe Version/Remastered 2009),200013,13,FALSE,26,03r4iKL2g2442PT9n2UKsx,0lCjubB4xXPeK8HxNoO1bj,6eGYLONkDMja0MNtZWnRRB,0.483,0.864,1,-5.674,1,0.418,1.15e-4,0.0368,0.367,0.172,201.997,4
Beastie Boys,Alright Hear This - Remastered 2009,Ill Communication (Deluxe Version/Remastered),186773,11,TRUE,33,03r4iKL2g2442PT9n2UKsx,6k3rjbgBsLu6qmGpYCO3gN,3Ba5eDpzB4yLBfJsraQM4G,0.777,0.921,10,-6.989,0,0.278,0.0545,2.51e-4,0.378,0.689,101.541,4
Beastie Boys,B-Boy Bouillabaisse: Dropping Names,Paul's Boutique (20th Anniversary Remastered Edition),62453,20,FALSE,34,03r4iKL2g2442PT9n2UKsx,4SBcdSs3VUfuwfVUDxdSiy,1kmyirVya5fRxdjsPFDM05,0.595,0.472,10,-15.223,0,0.42,0.00895,3.37e-4,0.312,0.493,86.767,4
Beastie Boys,Funky Donkey,Hot Sauce Committee (Pt. 2),116520,9,FALSE,36,03r4iKL2g2442PT9n2UKsx,2O3XyDd8i3pwBvSe7QlVtN,1vQYbqslni0jVfvaVK2lvx,0.774,0.846,1,-5.171,1,0.0804,0.0307,9.28e-4,0.34,0.42,105.123,4
Beastie Boys,Rhyme The Rhyme Well - With Skit,To The 5 Boroughs,167322,5,FALSE,7,03r4iKL2g2442PT9n2UKsx,3k3WK4soGFLd6SRKVhb3sF,6FDEFp6HFTDc6wUZRVQeqp,0.85,0.757,4,-7.393,0,0.19,0.068,0.00246,0.214,0.319,99.943,4
Beastie Boys,Stand Together - 2009 Digital Remaster,Check Your Head,167243,12,TRUE,34,03r4iKL2g2442PT9n2UKsx,5BnkwkXmZNpMtejp0dT8Og,7CSP7J60QKIBCqOV64qILq,0.655,0.916,9,-7.385,1,0.0785,0.153,0.682,0.0681,0.347,105.097,4
Beastie Boys,Groove Holmes - ライヴ Vs. ザ・ビズ,Check Your Head,370493,8,FALSE,25,03r4iKL2g2442PT9n2UKsx,41zix3PJQ4fh2181LqyFxQ,7CSP7J60QKIBCqOV64qILq,0.613,0.587,2,-11.88,1,0.378,0.283,0,0.654,0.602,81.483,4
Beastie Boys,Putting Shame In Your Game,Hello Nasty (Deluxe Version/Remastered 2009),266360,8,TRUE,27,03r4iKL2g2442PT9n2UKsx,3XbPc6fMRkCk582Q5NsUkP,6eGYLONkDMja0MNtZWnRRB,0.788,0.785,1,-6.189,1,0.253,0.00547,6.56e-6,0.693,0.529,88.882,4
Beastie Boys,Sabrosa - Instrumental,Ill Communication,209493,8,FALSE,20,03r4iKL2g2442PT9n2UKsx,38mERM6TJVwLg9phaMIaUl,290eTJ15EAYJa3JomDWyhh,0.721,0.686,2,-13.799,0,0.0623,0.0321,0.673,0.0791,0.858,158.838,4
Beastie Boys,Flute Loop,Ill Communication,114693,13,TRUE,40,03r4iKL2g2442PT9n2UKsx,1yUl2G3VJdkidTqXWBt2UD,6lfjbwFGzQ6aSNP1N3JlT8,0.804,0.786,7,-9.441,1,0.232,0.0418,7.86e-4,0.387,0.263,104.334,4
Beastie Boys,Learning Remote Control - Remastered,Hello Nasty (Deluxe Version/Remastered 2009),109813,20,FALSE,25,03r4iKL2g2442PT9n2UKsx,6kzwlCIXDFJjaLe9a2ewYG,6eGYLONkDMja0MNtZWnRRB,0.724,0.376,2,-10.722,1,0.0472,0.301,0.306,0.148,0.718,96.964,4
Beastie Boys,Eugene's Lament - Remastered 2009,Ill Communication (Deluxe Version/Remastered),132293,12,FALSE,32,03r4iKL2g2442PT9n2UKsx,18SkB6YUbnY4L23yc1tMCx,3Ba5eDpzB4yLBfJsraQM4G,0.577,0.349,4,-13.773,1,0.0315,0.0103,0.406,0.484,0.544,142.614,4
Beastie Boys,Flowin' Prose - Remastered,Hello Nasty (Deluxe Version/Remastered 2009),159480,10,FALSE,34,03r4iKL2g2442PT9n2UKsx,0UvKEPxpmt5ggriKA4RPyL,6eGYLONkDMja0MNtZWnRRB,0.679,0.731,7,-9.064,1,0.158,0.0151,0.146,0.194,0.608,179.064,4
Beastie Boys,Rhyme The Rhyme Well,To The 5 Boroughs,167360,5,TRUE,33,03r4iKL2g2442PT9n2UKsx,5EaFcsfTucmXrgKqI1Zi4X,4nnQZQWLibK1VIhCGDFjk3,0.864,0.759,4,-7.426,0,0.176,0.0684,0.00467,0.22,0.329,99.943,4
Beastie Boys,Stand Together - Live,Check Your Head,149986,10,TRUE,24,03r4iKL2g2442PT9n2UKsx,6NF02VCSvbjQ4mAn7iHKb8,7CSP7J60QKIBCqOV64qILq,0.652,0.91,4,-9.364,0,0.18,0.109,0.0699,0.936,0.309,105.069,4
Beastie Boys,Suco De Tangerina,The Mix-Up,197555,3,FALSE,36,03r4iKL2g2442PT9n2UKsx,5lRRQ4TmmiTonIPKWUtC6f,4ceCKh9j1lgoMWOzCqxqIA,0.783,0.323,11,-15.432,0,0.0645,0.273,0.927,0.143,0.469,129.253,4
Beastie Boys,Sure Shot - 2005 Remaster,Solid Gold Hits,198251,11,TRUE,43,03r4iKL2g2442PT9n2UKsx,77vcYxybStDEHeeWO1SiOm,3LTAhelcgxjKKLhgkLJ7CH,0.684,0.851,1,-4.794,1,0.156,0.17,0,0.191,0.497,97.897,4
Beastie Boys,We Got The - With Skit,To The 5 Boroughs,147280,15,FALSE,8,03r4iKL2g2442PT9n2UKsx,4Lv3g7AVebK8qcX0jcwNVs,6FDEFp6HFTDc6wUZRVQeqp,0.89,0.8,7,-7.947,1,0.141,0.34,0,0.141,0.554,122.027,4
Beastie Boys,Auntie Jackie Poom Poom Delicious - Remastered,Hello Nasty (Deluxe Version/Remastered 2009),98720,7,FALSE,26,03r4iKL2g2442PT9n2UKsx,62qEgU9muYi6qg2hYBNmNT,6eGYLONkDMja0MNtZWnRRB,0.785,0.447,7,-11.164,0,0.0579,0.0111,0.102,0.0621,0.659,149.075,3
Beastie Boys,Futterman's Rule - Remastered 2009,Ill Communication (Deluxe Version/Remastered),222213,10,TRUE,33,03r4iKL2g2442PT9n2UKsx,3QpvLBNdkERbTMo8paboPQ,3Ba5eDpzB4yLBfJsraQM4G,0.53,0.91,10,-7.298,0,0.0451,0.00725,0.773,0.186,0.862,166.239,4
Beastie Boys,Too Many Rappers,Hot Sauce Committee (Pt. 2),291800,4,TRUE,48,03r4iKL2g2442PT9n2UKsx,22hR7aDYKZrPKH18YLlyaV,1vQYbqslni0jVfvaVK2lvx,0.627,0.872,11,-4.388,0,0.158,0.00566,0,0.522,0.548,93.728,4
Beastie Boys,Oh Word?,To The 5 Boroughs,179722,8,FALSE,6,03r4iKL2g2442PT9n2UKsx,6EBncyKh9JCFHLO4SDw2Te,6FDEFp6HFTDc6wUZRVQeqp,0.862,0.8,6,-8.054,1,0.321,0.495,4.86e-6,0.381,0.809,97.884,4
Beastie Boys,Body Movin' - Fatboy Slim Remix/2005 Remaster,Solid Gold Hits,248506,12,FALSE,47,03r4iKL2g2442PT9n2UKsx,2WGGxhsc2WtPNkhsXWVcYb,3LTAhelcgxjKKLhgkLJ7CH,0.65,0.942,1,-6.609,1,0.0754,0.0102,0,0.122,0.785,101.786,4
Beastie Boys,Pow - Instrumental,Check Your Head,133933,13,FALSE,27,03r4iKL2g2442PT9n2UKsx,2o5yWEgLStPUH1TuGuw6Wy,0cXrT5A2aHEQEG0f1ZBS05,0.416,0.661,9,-12.769,1,0.0547,0.0176,0.631,0.0901,0.806,159.617,4
Beastie Boys,Ask For Janice,Paul's Boutique (20th Anniversary Remastered Edition),11280,14,FALSE,0,03r4iKL2g2442PT9n2UKsx,5xNiV1sUHLmEcDzWcJbYjt,1kmyirVya5fRxdjsPFDM05,0,0.22,6,-22.619,1,0,0.975,0.024,0.11,0,0,0
Beastie Boys,Lee Majors Come Again,Hot Sauce Committee (Pt. 2),223306,12,FALSE,37,03r4iKL2g2442PT9n2UKsx,2svdoMYMLXc0LZIo2pgmuX,1vQYbqslni0jVfvaVK2lvx,0.486,0.929,1,-3.917,1,0.0768,7.76e-5,0.109,0.629,0.268,110.073,4
Beastie Boys,Jimmy James - 2009 Digital Remaster,Check Your Head,194421,1,FALSE,40,03r4iKL2g2442PT9n2UKsx,2qqCS8wH4FNtgH7kVmF8Ub,7CSP7J60QKIBCqOV64qILq,0.749,0.852,0,-9.983,1,0.0735,0.268,0.0127,0.52,0.677,98,4
Beastie Boys,That's It That's All,To The 5 Boroughs,148626,9,FALSE,7,03r4iKL2g2442PT9n2UKsx,52kCw8gJjoEjACRLNiw5LN,6FDEFp6HFTDc6wUZRVQeqp,0.938,0.767,1,-8.258,1,0.155,0.0228,1.36e-4,0.085,0.863,105.014,4
Beastie Boys,Freaky Hijiki,The Mix-Up,177181,6,FALSE,36,03r4iKL2g2442PT9n2UKsx,67BF9EHxlOpBbiOrrfUsAZ,4ceCKh9j1lgoMWOzCqxqIA,0.53,0.474,5,-16.56,1,0.063,0.0763,0.901,0.197,0.388,108.398,4
Beastie Boys,We Got The - With Skit,To The 5 Boroughs,147280,15,FALSE,30,03r4iKL2g2442PT9n2UKsx,38rbS7jroWOiioYBjx5vqB,4nnQZQWLibK1VIhCGDFjk3,0.9,0.788,7,-8.004,1,0.137,0.326,0,0.14,0.516,121.978,4
Beastie Boys,Heart Attack Man - Remastered 2009,Ill Communication (Deluxe Version/Remastered),134920,16,TRUE,31,03r4iKL2g2442PT9n2UKsx,0yKB95xzkW5eaHxJ4muMVB,3Ba5eDpzB4yLBfJsraQM4G,0.343,0.942,9,-7.818,1,0.473,0.0208,0.0038,0.791,0.137,93.552,4
Beastie Boys,Super Disco Breakin' - Remastered,Hello Nasty (Deluxe Version/Remastered 2009),127240,1,TRUE,42,03r4iKL2g2442PT9n2UKsx,1k4lRM7YrGxJerGbf9VzXk,6eGYLONkDMja0MNtZWnRRB,0.662,0.932,6,-5.658,0,0.0728,0.00103,0.00444,0.121,0.708,102.013,4
Beastie Boys,Eugene's Lament,Ill Communication,132440,12,FALSE,9,03r4iKL2g2442PT9n2UKsx,3qY5S93PqjoCQBMtaISZ6u,290eTJ15EAYJa3JomDWyhh,0.556,0.315,4,-14.913,1,0.032,0.0113,0.565,0.58,0.481,142.522,4
Beastie Boys,Electric Worm,The Mix-Up,195893,5,FALSE,41,03r4iKL2g2442PT9n2UKsx,4rh8jqSakWZ3NXqj2V5a6t,4ceCKh9j1lgoMWOzCqxqIA,0.792,0.596,9,-14.478,0,0.0787,0.0266,0.873,0.0804,0.802,92.212,4
Beastie Boys,Lee Majors Come Again,Hot Sauce Committee (Pt. 2),223306,12,FALSE,14,03r4iKL2g2442PT9n2UKsx,2n1XU1QLGXRbnmdmp5aU4R,4ZdM8DkKgfTCz8e0wJk9CX,0.488,0.934,1,-3.901,1,0.0782,7.48e-5,0.0789,0.596,0.32,110.062,4
Beastie Boys,14th St. Break,The Mix-Up,214346,2,FALSE,36,03r4iKL2g2442PT9n2UKsx,45DRSW1sFbLc0PMDVoGfb6,4ceCKh9j1lgoMWOzCqxqIA,0.52,0.628,1,-12.544,1,0.0389,0.00656,0.532,0.241,0.336,113.961,4
Beastie Boys,So What'Cha Want - 2005 Remaster,Solid Gold Hits,217173,1,TRUE,46,03r4iKL2g2442PT9n2UKsx,5vaS8HFphziQQ3kcXOA6PD,3LTAhelcgxjKKLhgkLJ7CH,0.688,0.964,5,-5.037,0,0.305,0.0533,1.07e-4,0.0519,0.698,171.188,4
