artist,dur_ms,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_num
Queen,83680,37,0.232,0.915,9,-8.412,0,0.159,0.00784,9.51e-5,0.425,0.0992,173.097,18
Queen,261480,44,0.764,0.63,9,-6.52,0,0.0241,0.0546,0.0106,0.169,0.613,112.185,18
Queen,300960,30,0.531,0.954,7,-5.264,1,0.12,0.03,0.0457,0.968,0.573,133.575,18
Queen,91539,34,0.303,0.914,9,-6.827,0,0.172,0.00197,0.00594,0.241,0.149,149.555,18
Queen,275520,28,0.248,0.911,7,-5.463,1,0.0976,0.0466,1.25e-6,0.892,0.483,147.188,18
Queen,315653,54,0.0986,0.367,4,-8.96,0,0.035,0.591,0.00113,0.114,0.0386,68.131,18
Queen,202800,38,0.79,0.417,1,-10.828,1,0.0513,0.0491,0.0123,0.0449,0.703,90.955,18
Queen,245970,35,0.268,0.915,4,-6.695,0,0.331,0.00569,5.94e-5,0.937,0.302,145.573,18
Queen,330402,29,0.217,0.919,2,-6.522,1,0.346,0.00234,0.0488,0.904,0.168,99.708,18
Queen,209966,32,0.211,0.939,11,-5.101,0,0.0904,0.0647,6.11e-6,0.458,0.53,147.366,18
Queen,306613,41,0.248,0.899,4,-7.648,0,0.0782,6.92e-4,0.00554,0.981,0.331,134.95,18
Queen,230120,45,0.464,0.946,2,-4.364,1,0.0701,0.00153,6.65e-4,0.983,0.204,115.191,18
Queen,78440,47,0.194,0.973,7,-3.361,1,0.083,0.264,7.15e-5,0.633,0.204,125.019,18
Queen,297133,38,0.291,0.904,9,-6.682,1,0.153,0.00568,0.00326,0.693,0.0895,129.442,18
Queen,27428,1,0.336,0.977,10,-10.847,0,0.0655,0.00943,0.906,0.348,0.651,145.03,18
Queen,231746,44,0.334,0.641,7,-7.748,0,0.0435,0.0953,8.02e-6,0.842,0.142,97.207,18
Queen,167666,32,0.485,0.869,11,-4.544,1,0.123,0.243,7.09e-5,0.416,0.573,95.154,18
Queen,285933,40,0.308,0.797,3,-6.691,1,0.28,0.345,0.00353,0.973,0.141,97.808,18
Queen,419880,23,0.315,0.772,11,-8.119,1,0.0757,0.913,0.939,0.718,0.0464,75.154,18
Queen,255040,61,0.689,0.4,0,-9.63,1,0.0299,0.372,1.37e-4,0.0605,0.559,112.64,18
Queen,295733,77,0.466,0.698,8,-6.967,1,0.0629,0.164,0,0.127,0.349,109.772,18
Queen,218480,39,0.295,0.656,7,-10.718,0,0.0432,0.165,0.108,0.469,0.224,124.641,18
Queen,122794,42,0.438,0.816,9,-7.378,1,0.0644,0.0438,1.55e-5,0.114,0.521,114.305,18
Queen,191648,34,0.231,0.958,0,-4.271,1,0.121,0.00269,0.0117,0.393,0.097,107.193,18
Queen,144893,31,0.671,0.914,0,-4.749,1,0.0505,0.00862,7.18e-4,0.603,0.777,135.028,18
Queen,180453,39,0.393,0.608,7,-10.129,1,0.043,0.0691,0.0127,0.612,0.0516,127.929,18
Queen,277826,75,0.426,0.687,11,-6.926,0,0.0329,0.409,0,0.112,0.189,84.141,18
Queen,175226,39,0.62,0.427,8,-6.053,1,0.0303,0.789,0,0.293,0.627,138.873,18
Queen,358933,52,0.47,0.983,4,-5.041,0,0.321,0.127,0.00169,0.976,0.1,116.02,18
Queen,263293,40,0.73,0.791,9,-6.692,0,0.0402,0.125,4.15e-4,0.0655,0.96,112.016,18
Queen,204626,46,0.506,0.87,2,-5.05,1,0.0626,0.172,0,0.132,0.304,90.12,18
Queen,525213,38,0.22,0.885,9,-8.622,1,0.193,0.105,0.00917,0.708,0.128,152.914,18
Queen,172236,32,0.313,0.956,9,-3.945,0,0.21,0.568,0,0.686,0.318,161.487,18
Queen,239120,44,0.169,0.433,2,-9.626,0,0.0367,0.323,2.18e-5,0.162,0.0506,150.941,18
Queen,85038,34,0.569,0.826,0,-6.331,0,0.0512,0.017,1.15e-5,0.661,0.759,118.472,18
Queen,148306,45,0.375,0.669,10,-7.817,1,0.0596,0.515,0,0.0958,0.341,144.053,18
Queen,140533,27,0.19,0.574,9,-10.704,1,0.167,0.191,0.00146,0.833,0.168,172.626,18
Queen,84494,35,0.304,0.845,5,-6.716,1,0.444,0.0583,0,0.481,0.201,135.174,18
Queen,136826,41,0.305,0.511,2,-8.523,1,0.0342,0.522,1e-6,0.291,0.238,127.53,18
Queen,82915,32,0.321,0.908,2,-5.47,1,0.196,0.102,0,0.694,0.24,136.602,18
Queen,216866,44,0.229,0.389,2,-9.766,0,0.0376,0.93,0.429,0.353,0.0562,72.735,18
Queen,113106,37,0.214,0.861,2,-8.228,1,0.272,0.012,0.261,0.717,0.185,155.312,18
Queen,286173,49,0.55,0.412,7,-7.862,0,0.0269,0.226,5.25e-4,0.411,0.232,91.974,18
Queen,176906,44,0.306,0.909,7,-6.061,0,0.0902,0.224,0.0525,0.408,0.359,121.092,18
Queen,270213,27,0.256,0.724,7,-6.165,0,0.0456,0.157,1.23e-6,0.988,0.285,86.606,18
Queen,114173,30,0.298,0.987,4,-9.208,0,0.0944,1.09e-4,0.942,0.49,0.0392,111.111,18
Queen,100013,29,0.441,0.931,0,-8.702,1,0.111,0.152,0.02,0.642,0.53,123.444,18
Queen,245680,78,0.406,0.934,5,-6.668,1,0.0845,0.0138,0,0.955,0.395,118.823,18
Queen,307080,40,0.623,0.931,0,-6.102,1,0.0786,0.0578,0.00621,0.385,0.381,111.516,18
Queen,405506,28,0.23,0.751,9,-6.64,1,0.0876,0.113,2.81e-5,0.841,0.274,135.648,18
Queen,319360,40,0.228,0.923,4,-8.056,0,0.262,0.275,0.00139,0.93,0.0726,99.866,18
Queen,131146,36,0.553,0.855,2,-5.423,1,0.0412,0.00246,0.0116,0.833,0.313,113.803,18
Queen,297133,30,0.292,0.906,9,-6.691,1,0.147,0.00505,0.00322,0.693,0.0948,128.427,18
Queen,363668,44,0.353,0.919,9,-8.681,0,0.18,0.00586,0.00439,0.429,0.495,143.023,18
Queen,396903,39,0.222,0.739,9,-7.588,1,0.117,0.287,0.00104,0.0658,0.228,187.583,18
Queen,324920,50,0.404,0.734,8,-5.825,1,0.0479,0.202,0,0.3,0.361,77.833,18
Queen,371826,45,0.429,0.868,5,-7.056,1,0.104,0.0816,1.04e-5,0.991,0.522,113.419,18
Mastodon,372640,45,0.329,0.932,0,-3.452,1,0.0548,2.91e-6,0.0433,0.0898,0.299,134.461,11
Mastodon,132293,25,0.259,0.963,11,-4.197,0,0.188,3.84e-5,0.224,0.0297,0.254,196.743,11
Mastodon,340280,18,0.192,0.949,7,-6.471,0,0.0605,8.04e-6,0.726,0.0677,0.291,106.484,11
Mastodon,184013,15,0.199,0.958,2,-7.159,1,0.0964,1.45e-5,0.796,0.446,0.16,105.304,11
Mastodon,230613,38,0.251,0.99,5,-3.056,1,0.169,5.4e-6,0.59,0.0447,0.266,106.28,11
Mastodon,424200,26,0.266,0.951,9,-6.041,1,0.161,1.04e-4,0.807,0.4,0.17,134.136,11
Mastodon,270613,24,0.207,0.926,9,-5.347,0,0.0829,4.81e-6,0.717,0.147,0.243,105.951,11
Mastodon,255626,52,0.428,0.957,9,-3.201,1,0.0565,6.53e-6,0.0213,0.0503,0.467,144.086,11
Mastodon,295826,18,0.115,0.727,0,-5.265,1,0.0442,3.53e-4,0.712,0.399,0.0949,84.784,11
Mastodon,199013,43,0.375,0.989,2,-6.247,1,0.083,2.69e-6,0.132,0.182,0.193,99.066,11
Mastodon,189920,25,0.379,0.988,10,-4.992,0,0.138,3.84e-6,0.907,0.219,0.138,79.985,11
Mastodon,155720,33,0.313,0.968,7,-3.862,1,0.0957,3.18e-6,0.0563,0.104,0.315,95.937,11
Mastodon,328080,21,0.128,0.973,0,-4.518,1,0.0825,2.67e-6,0.82,0.193,0.111,154.115,11
Mastodon,280213,24,0.269,0.993,5,-3.219,1,0.171,6.53e-6,0.134,0.195,0.218,87.795,11
Mastodon,345706,21,0.33,0.942,5,-5.912,0,0.0667,8.84e-5,0.746,0.393,0.301,132.235,11
Mastodon,330880,32,0.401,0.829,2,-5.916,0,0.0409,2.31e-5,0.784,0.255,0.282,124.055,11
Mastodon,261693,16,0.174,0.954,2,-7.414,1,0.116,1.49e-5,0.78,0.556,0.0434,125.347,11
Mastodon,819800,38,0.173,0.953,2,-7.28,1,0.0841,3.97e-6,0.803,0.365,0.245,167.21,11
Mastodon,222266,39,0.234,0.96,2,-6.745,1,0.0911,4.99e-5,0.905,0.0629,0.618,158.149,11
Mastodon,327480,24,0.162,0.962,7,-5.073,0,0.0709,6.41e-6,0.131,0.349,0.343,101.505,11
Mastodon,265072,20,0.129,0.967,2,-4.504,1,0.0959,6.15e-6,0.768,0.382,0.0778,154.306,11
Mastodon,425840,34,0.217,0.985,2,-3.923,1,0.195,6.95e-5,0.813,0.387,0.134,135.224,11
Mastodon,175560,30,0.242,0.978,1,-5.232,1,0.238,6.98e-6,0.0809,0.301,0.188,180.238,11
Mastodon,271080,30,0.227,0.975,9,-5.317,1,0.202,2.82e-6,0.118,0.08,0.264,147.172,11
Mastodon,299066,44,0.382,0.963,10,-3.135,1,0.0749,1.91e-5,3.5e-4,0.227,0.303,139.957,11
Mastodon,250426,41,0.175,0.973,2,-6.287,1,0.178,6.94e-6,0.893,0.32,0.188,167.907,11
Mastodon,255613,17,0.225,0.948,3,-7.838,1,0.116,5.96e-5,0.745,0.46,0.0563,117.254,11
Mastodon,222466,19,0.198,0.96,7,-6.921,1,0.103,6.46e-5,0.728,0.263,0.0396,114.52,11
Mastodon,265920,36,0.182,0.925,9,-4.815,1,0.0668,2.47e-6,0.775,0.121,0.321,151.696,11
Mastodon,332844,21,0.168,0.953,0,-4.745,1,0.0644,1.16e-6,0.72,0.958,0.191,139.591,11
Mastodon,293778,23,0.185,0.986,2,-4.609,1,0.133,9.71e-6,0.791,0.131,0.0611,129.634,11
Mastodon,228840,29,0.296,0.992,10,-4.391,1,0.187,2.13e-4,0.699,0.0579,0.155,106.908,11
Mastodon,336293,44,0.232,0.919,0,-4.242,0,0.0457,4.8e-6,0.401,0.0908,0.17,139.535,11
Mastodon,207320,37,0.216,0.969,2,-4.299,1,0.145,3.36e-6,0.608,0.107,0.201,146.864,11
Mastodon,304000,34,0.233,0.817,7,-3.699,0,0.0407,0.0122,0.935,0.114,0.345,116.178,11
Mastodon,279840,35,0.254,0.965,0,-3.242,1,0.0754,5.86e-5,0.0104,0.139,0.19,123.401,11
Mastodon,165853,44,0.214,0.973,5,-6.04,0,0.107,1.2e-6,0.868,0.212,0.34,139.607,11
Mastodon,279840,27,0.254,0.965,0,-3.242,1,0.0754,5.86e-5,0.0104,0.139,0.19,123.401,11
Mastodon,218880,48,0.252,0.977,10,-4.945,1,0.0919,2.09e-5,0.00166,0.0977,0.163,139.052,11
Mastodon,314040,48,0.358,0.962,0,-4.521,1,0.115,1.83e-5,3.24e-4,0.316,0.204,133.874,11
Mastodon,185836,18,0.152,0.995,2,-4.283,1,0.136,3.74e-6,0.794,0.35,0.0363,105.56,11
Mastodon,654293,45,0.267,0.919,7,-5.332,0,0.062,1.8e-4,0.578,0.111,0.232,118.826,11
Mastodon,233586,28,0.309,0.972,1,-3.889,1,0.127,1.02e-5,0.142,0.202,0.564,134.013,11
Mastodon,219213,24,0.228,0.993,4,-4.092,0,0.131,4.84e-6,0.5,0.112,0.193,135.262,11
Mastodon,172213,15,0.146,0.945,5,-7.3,1,0.084,1.51e-4,0.858,0.652,0.0395,172.418,11
Mastodon,234508,25,0.199,0.991,2,-4.059,1,0.0848,3.68e-5,0.882,0.716,0.0825,141.046,11
Mastodon,228586,60,0.364,0.935,2,-6.548,1,0.0724,8.58e-6,0.729,0.0317,0.478,92.717,11
Mastodon,654293,25,0.267,0.919,7,-5.332,0,0.062,1.8e-4,0.578,0.111,0.232,118.826,11
Mastodon,206251,24,0.173,0.986,2,-3.575,1,0.0797,2.08e-6,0.804,0.767,0.0475,150.886,11
Mastodon,653920,18,0.276,0.86,0,-6.407,0,0.0447,3.66e-5,0.83,0.114,0.163,118.345,11
Mastodon,954546,17,0.184,0.889,0,-8.16,0,0.128,4.46e-4,0.907,0.156,0.0386,127.929,11
Mastodon,166893,26,0.214,0.993,1,-4.98,1,0.248,1.63e-6,0.881,0.176,0.276,74.704,11
Mastodon,239893,26,0.463,0.978,2,-4.184,1,0.146,5.26e-5,0.00177,0.0964,0.177,130.005,11
Mastodon,55378,0,0.155,0.964,2,-8.656,1,0.0688,0.549,0.903,0.735,0.0935,107.343,11
Mastodon,317720,34,0.418,0.751,7,-4.763,0,0.0318,2.03e-5,0.829,0.0984,0.0912,118.01,11
Mastodon,168106,21,0.358,0.994,10,-4.14,0,0.144,1.42e-5,0.548,0.0271,0.0613,130.39,11
Mastodon,188266,23,0.25,0.976,7,-4.19,1,0.15,2.09e-5,0.0133,0.115,0.198,112.824,11
Mastodon,225640,49,0.336,0.961,7,-4.852,1,0.117,2.36e-6,0.507,0.107,0.296,163.153,11
Mastodon,191600,22,0.455,0.979,9,-5.952,0,0.145,4.02e-6,0.58,0.0778,0.287,124.413,11
Mastodon,239893,31,0.463,0.978,2,-4.184,1,0.146,5.26e-5,0.00177,0.0964,0.177,130.005,11
Mastodon,357266,17,0.365,0.964,5,-6.19,1,0.0772,7.1e-6,0.729,0.357,0.11,122.159,11
Mastodon,364533,28,0.226,0.805,7,-6.498,0,0.0374,1.96e-5,0.899,0.222,0.168,146.061,11
Mastodon,225800,29,0.202,0.987,10,-4.88,1,0.113,4.14e-6,0.483,0.66,0.32,143.529,11
Mastodon,201258,19,0.197,0.984,2,-4.092,1,0.15,1.71e-5,0.861,0.666,0.0511,116.817,11
Mastodon,189920,32,0.379,0.988,10,-4.992,0,0.138,3.84e-6,0.907,0.219,0.138,79.985,11
Mastodon,294440,45,0.347,0.931,5,-4.887,1,0.058,2.79e-6,7.72e-4,0.276,0.358,139.789,11
Mastodon,262906,43,0.268,0.982,2,-6.778,1,0.0543,3.5e-6,0.873,0.137,0.366,131.2,11
Mastodon,332040,44,0.256,0.985,2,-3.976,0,0.145,3.14e-6,0.00279,0.181,0.124,118.234,11
Mastodon,390920,21,0.15,0.894,5,-8.052,0,0.0778,4.36e-4,0.612,0.413,0.14,146.947,11
Mastodon,220133,33,0.459,0.982,11,-2.857,0,0.134,5.47e-4,0.00131,0.131,0.161,112.04,11
Mastodon,259693,48,0.416,0.927,2,-3.257,1,0.0844,3.29e-5,0.00872,0.0782,0.339,125.758,11
Mastodon,324786,23,0.337,0.916,0,-5.467,1,0.0576,2.64e-5,0.0703,0.0866,0.229,148.946,11
Mastodon,388200,48,0.453,0.971,8,-6.254,1,0.14,1.2e-4,0.0492,0.114,0.0904,118.067,11
Mastodon,641853,17,0.172,0.913,7,-7.288,0,0.0967,1.52e-4,0.792,0.666,0.158,124.517,11
Mastodon,279053,40,0.137,0.956,5,-3.702,1,0.0615,5.76e-6,0.538,0.206,0.322,81.534,11
Mastodon,300506,39,0.25,0.973,4,-3.387,0,0.11,4.58e-5,0.00975,0.0876,0.138,115.154,11
Mastodon,120026,34,0.415,0.985,7,-4.631,0,0.0691,7.71e-6,0.79,0.302,0.357,98.183,11
Mastodon,180640,25,0.201,0.992,10,-4.826,1,0.181,1.33e-5,0.895,0.15,0.194,173.651,11
Mastodon,188266,27,0.25,0.976,7,-4.19,1,0.15,2.09e-5,0.0133,0.115,0.198,112.824,11
Mastodon,199240,37,0.234,0.99,2,-3.013,1,0.18,1.6e-5,0.0274,0.342,0.0801,97.139,11
Mastodon,248200,40,0.423,0.989,7,-3.192,0,0.0641,6.43e-5,0.281,0.322,0.445,100,11
Mastodon,469013,39,0.407,0.949,5,-4.553,1,0.0848,2.76e-5,0.0387,0.263,0.208,134.917,11
Mastodon,479000,30,0.316,0.786,7,-8.112,0,0.154,5.12e-4,0.793,0.373,0.261,136.989,11
Mastodon,327480,45,0.162,0.962,7,-5.073,0,0.0709,6.41e-6,0.131,0.349,0.343,101.505,11
Mastodon,390586,29,0.254,0.896,10,-4.364,1,0.0474,1.2e-4,0.846,0.182,0.137,93.921,11
Mastodon,303106,55,0.358,0.981,2,-4.572,1,0.116,4.1e-5,6.74e-4,0.184,0.262,165.027,11
Mastodon,281213,23,0.168,0.477,5,-6.292,1,0.0369,4.19e-4,0.0798,0.108,0.0476,175.599,11
Mastodon,228693,30,0.106,0.98,7,-5.017,1,0.332,2.71e-5,0.0173,0.0909,0.108,50.893,11
Mastodon,228693,25,0.106,0.98,7,-5.017,1,0.332,2.71e-5,0.0173,0.0909,0.108,50.893,11
Mastodon,281213,28,0.168,0.477,5,-6.292,1,0.0369,4.19e-4,0.0798,0.108,0.0476,175.599,11
Mastodon,146080,21,0.284,0.991,7,-3.82,1,0.114,2.55e-6,0.876,0.956,0.0367,98.238,11
Mastodon,197838,20,0.0903,0.998,2,-4.162,1,0.166,4.22e-6,0.77,0.244,0.0309,164.485,11
Mastodon,324266,16,0.122,0.958,7,-7.503,1,0.0666,5.24e-4,0.754,0.705,0.0923,156.648,11
Mastodon,360675,19,0.215,0.981,11,-4.881,0,0.114,1.48e-6,0.631,0.901,0.0329,124.105,11
Mastodon,271080,26,0.227,0.975,9,-5.317,1,0.202,2.82e-6,0.118,0.08,0.264,147.172,11
Mastodon,214160,43,0.19,0.988,10,-1.837,1,0.0975,9.03e-6,0.0023,0.322,0.445,173.018,11
Mastodon,476426,51,0.253,0.934,7,-5.769,1,0.0636,5.45e-5,0.0979,0.0969,0.259,125.052,11
Mastodon,210826,34,0.219,0.984,7,-2.724,1,0.181,2.99e-6,0.0191,0.0942,0.236,156.81,11
Mastodon,232373,35,0.271,0.958,11,-4.208,0,0.127,2.46e-6,0.00431,0.104,0.243,136.862,11
Mastodon,182871,18,0.078,0.986,2,-5.052,1,0.133,6.59e-6,0.848,0.973,0.0346,173.417,11
Neurosis,333160,12,0.153,0.842,7,-8.184,1,0.0659,8.08e-4,0.741,0.348,0.0755,78.878,15
Neurosis,159238,5,0.274,0.982,11,-6.762,0,0.105,0.0112,0,0.223,0.0954,117.869,15
Neurosis,295853,8,0.265,0.874,11,-7.72,0,0.0557,0.00228,8.51e-4,0.0953,0.34,134.754,15
Neurosis,357613,10,0.106,0.531,1,-10.577,0,0.0366,7.7e-4,0.73,0.255,0.111,77.366,15
Neurosis,307040,6,0.256,0.94,2,-8.543,1,0.0622,9.07e-4,0.52,0.0696,0.335,146.119,15
Neurosis,605186,15,0.22,0.659,3,-10.777,1,0.0626,0.00568,0.416,0.11,0.0935,115.613,15
Neurosis,410160,19,0.207,0.457,2,-11.101,1,0.0342,0.0176,0.0857,0.153,0.0887,75.155,15
Neurosis,553733,11,0.18,0.365,9,-10.276,1,0.0406,0.0361,0.872,0.0684,0.0578,132.582,15
Neurosis,182733,8,0.134,0.96,11,-6.607,0,0.112,0.0104,6.99e-4,0.116,0.186,82.415,15
Neurosis,182666,5,0.171,0.937,11,-10.082,0,0.0786,0.0139,0.00112,0.127,0.295,82.019,15
Neurosis,86160,18,0.446,0.276,7,-12.358,0,0.0403,0.0378,0.843,0.0716,0.105,100.478,15
Neurosis,554333,27,0.185,0.553,5,-9.384,1,0.0432,0.00505,0.863,0.107,0.163,71.325,15
Neurosis,401813,6,0.141,0.652,8,-10.795,1,0.0604,1.34e-5,0.885,0.228,0.169,175.44,15
Neurosis,619266,18,0.319,0.266,9,-11.677,1,0.0487,0.0133,0.612,0.106,0.0352,117.502,15
Neurosis,467920,21,0.205,0.365,11,-12.394,0,0.0387,0.0129,0.415,0.0553,0.0362,117.131,15
Neurosis,508026,6,0.182,0.894,11,-6.874,1,0.0716,1.09e-4,0.851,0.26,0.295,142.895,15
Neurosis,295440,14,0.381,0.832,2,-8.241,1,0.0422,2.58e-5,0.266,0.412,0.394,130.083,15
Neurosis,125960,2,0.367,0.96,8,-9.75,1,0.0868,0.00119,3.77e-6,0.446,0.133,112.715,15
Neurosis,700586,14,0.233,0.358,2,-11.824,1,0.0357,0.0162,0.837,0.112,0.039,131.26,15
Neurosis,161173,2,0.343,0.964,11,-10.366,0,0.0767,0.0277,0,0.302,0.0822,118.013,15
Neurosis,221586,21,0.51,0.855,9,-12.567,0,0.0299,1.43e-5,0.934,0.102,0.93,120.282,15
Neurosis,369960,1,0.274,0.938,11,-10.391,0,0.0833,0.00948,0.00244,0.299,0.0707,109.108,15
Neurosis,149906,2,0.231,0.89,11,-10.126,0,0.0864,0.0315,3.25e-4,0.202,0.285,113.347,15
Neurosis,594066,2,0.127,0.529,2,-14.054,1,0.0529,0.00327,0.809,0.76,0.0705,82.842,15
Neurosis,106360,24,0.389,0.521,11,-17.967,0,0.161,0.647,0.714,0.121,0.141,78.726,15
Neurosis,433946,14,0.0785,0.807,0,-7.888,0,0.119,0.0023,0.723,0.057,0.112,183.055,15
Neurosis,338866,5,0.332,0.998,1,-6.571,1,0.106,0.0388,0.92,0.819,0.0383,111.263,15
Neurosis,248453,7,0.344,0.651,0,-13.081,1,0.0274,0.00121,0.756,0.426,0.2,107.002,15
Neurosis,541013,2,0.174,0.523,7,-14.33,1,0.0499,0.00107,0.307,0.111,0.0712,100.003,15
Neurosis,186466,3,0.27,0.95,1,-11.617,0,0.0607,2.45e-4,4.34e-4,0.389,0.526,118.498,15
Neurosis,119466,28,0.324,0.189,7,-16.667,1,0.0302,0.678,0.919,0.111,0.0444,75.533,15
Neurosis,457973,15,0.232,0.511,2,-9.158,1,0.0432,0.00733,0.838,0.0804,0.0467,122.936,15
Neurosis,242413,7,0.255,0.95,2,-7.978,1,0.114,2.89e-4,0.158,0.135,0.391,100.911,15
Neurosis,430906,3,0.202,0.598,2,-15.015,0,0.0695,0.00109,0.784,0.44,0.16,101.563,15
Neurosis,677746,2,0.199,0.406,10,-11.625,1,0.0316,0.179,0.854,0.367,0.142,73.485,15
Neurosis,428653,2,0.251,0.359,0,-14.285,0,0.0405,0.00179,0.767,0.123,0.0393,112.963,15
Neurosis,100973,12,0.305,0.856,11,-9.607,0,0.0452,2.44e-4,0.933,0.353,0.208,87.395,15
Neurosis,709733,4,0.211,0.356,10,-13.903,1,0.0343,0.00545,0.257,0.387,0.0854,152.293,15
Neurosis,299706,28,0.381,0.263,7,-9.918,1,0.0305,0.0177,0.822,0.146,0.101,85.439,15
Neurosis,196906,0,0.187,0.89,0,-8.771,0,0.0646,2.21e-6,0.0966,0.323,0.317,100.978,15
Neurosis,636906,15,0.236,0.264,6,-13.568,0,0.0292,0.222,0.656,0.0582,0.0684,76.31,15
Neurosis,154786,6,0.189,0.977,9,-7.727,1,0.0787,2.57e-5,0.905,0.162,0.418,161.092,15
Neurosis,414413,19,0.203,0.737,1,-9.89,1,0.0369,1.7e-4,0.335,0.325,0.052,135.77,15
Neurosis,731866,30,0.273,0.857,1,-9.918,0,0.0679,7.09e-5,0.631,0.416,0.0989,126.738,15
Neurosis,177266,21,0.384,0.726,11,-12.608,1,0.0376,0.00599,0.689,0.388,0.306,86.823,15
Neurosis,435103,5,0.356,0.84,9,-9.618,1,0.0349,0.00193,0.488,0.202,0.227,113.484,15
Neurosis,62333,3,0.324,0.931,3,-9.738,1,0.106,0.00914,4.07e-6,0.27,0.329,113.46,15
Neurosis,143733,2,0.229,0.975,9,-10.008,1,0.103,0.0115,0,0.0648,0.184,101.979,15
Neurosis,201186,1,0.166,0.936,11,-8.89,0,0.0927,1.23e-5,0.723,0.0609,0.174,146.799,15
Neurosis,471160,18,0.212,0.693,2,-9.253,1,0.0654,0.00263,0.899,0.162,0.141,150.118,15
Neurosis,106626,3,0.295,0.962,6,-10.805,1,0.0654,0.0113,0.00112,0.34,0.281,137.523,15
Neurosis,514973,1,0.189,0.522,5,-11.403,0,0.0404,0.144,0.63,0.137,0.0631,143.16,15
Neurosis,730880,1,0.137,0.0338,5,-16.958,1,0.0347,0.62,0.908,0.144,0.0398,81.625,15
Neurosis,738093,25,0.247,0.685,2,-9.604,1,0.0534,3.03e-4,0.822,0.166,0.0375,108.172,15
Neurosis,708773,10,0.367,0.321,9,-11.655,1,0.029,0.234,0.923,0.0665,0.0519,81.225,15
Neurosis,149893,6,0.214,0.898,11,-6.96,0,0.1,0.0137,1.59e-4,0.19,0.322,114.931,15
Neurosis,703960,21,0.272,0.352,2,-12.278,1,0.0394,0.00243,0.846,0.118,0.0907,134.78,15
Neurosis,583693,23,0.197,0.306,7,-13.36,0,0.0438,0.0118,0.306,0.23,0.184,78.422,15
Neurosis,342973,6,0.273,0.947,6,-8.493,0,0.0935,0.00579,2.39e-4,0.538,0.175,166.492,15
Neurosis,62320,7,0.236,0.961,0,-6.278,0,0.142,0.00605,2.87e-6,0.244,0.32,114.249,15
Neurosis,317773,26,0.203,0.792,7,-8.272,1,0.0494,3.15e-6,0.842,0.0804,0.277,128.924,15
Neurosis,143800,6,0.28,0.982,9,-6.411,1,0.126,0.00389,0,0.0698,0.248,101.245,15
Neurosis,353853,4,0.457,0.546,9,-14.73,0,0.0449,0.00117,0.679,0.631,0.175,111.202,15
Neurosis,639266,2,0.192,0.567,2,-13.341,0,0.0524,1.4e-4,0.797,0.165,0.105,107.377,15
Neurosis,181600,10,0.241,0.94,2,-7.282,1,0.138,0.0146,0.00775,0.119,0.539,113.175,15
Neurosis,154840,2,0.21,0.947,9,-10.795,1,0.0491,6.23e-5,0.897,0.145,0.555,160.899,15
Neurosis,603053,11,0.228,0.462,7,-10.215,1,0.0383,0.00423,0.778,0.0729,0.17,131.584,15
Neurosis,106640,6,0.28,0.968,6,-7.069,1,0.105,0.0063,3.7e-4,0.335,0.264,138.113,15
Neurosis,455493,34,0.221,0.795,1,-9.261,0,0.0435,0.00293,0.735,0.149,0.0907,130.286,15
Neurosis,168280,1,0.161,0.837,11,-11.484,0,0.0721,2.22e-4,0.506,0.0584,0.232,89.905,15
Neurosis,442893,23,0.182,0.545,2,-8.834,1,0.0365,0.00296,0.829,0.106,0.0389,98.635,15
Neurosis,186760,9,0.389,0.964,11,-10.585,0,0.0842,4.32e-6,0.0013,0.35,0.314,120.508,15
Neurosis,790880,23,0.253,0.3,2,-13.817,1,0.0323,0.0894,0.556,0.091,0.0327,100.975,15
Neurosis,74506,5,0.271,0.972,2,-7.477,1,0.0687,0.0012,0.485,0.383,0.0436,104.507,15
Neurosis,524280,18,0.28,0.279,2,-13.572,1,0.033,0.0518,0.237,0.101,0.0796,119.979,15
Neurosis,380200,11,0.295,0.768,2,-8.872,1,0.0474,0.00929,0.638,0.152,0.132,108.676,15
Neurosis,158320,1,0.354,0.904,6,-12.111,1,0.0683,0.548,0.0285,0.217,0.233,128.025,15
Neurosis,229080,0,0.265,0.911,11,-7.368,0,0.0625,5.07e-6,0.749,0.32,0.287,96.352,15
Neurosis,181640,4,0.237,0.925,2,-10.524,1,0.131,0.0288,0.00286,0.14,0.584,143.654,15
Neurosis,576360,3,0.188,0.74,0,-11.99,1,0.0702,3.74e-4,0.768,0.115,0.117,129.563,15
Neurosis,552480,1,0.148,0.547,2,-11.094,1,0.0376,0.316,0.944,0.51,0.04,83.04,15
Neurosis,447013,8,0.395,0.256,9,-11.302,1,0.0392,0.208,0.87,0.129,0.0386,101.592,15
Neurosis,476840,12,0.187,0.535,2,-9.293,1,0.0603,0.222,0.562,0.525,0.188,213.146,15
Neurosis,295866,4,0.306,0.813,11,-11.299,0,0.0489,0.00779,2.47e-4,0.0899,0.348,133.931,15
Neurosis,575040,21,0.134,0.0836,5,-16.924,1,0.0428,0.558,0.845,0.112,0.0356,57.992,15
Neurosis,530640,10,0.231,0.533,0,-10.768,0,0.0322,0.00364,0.412,0.107,0.0642,89.398,15
Neurosis,535666,18,0.174,0.61,2,-7.963,1,0.0382,0.00727,0.58,0.128,0.201,112.01,15
